Paid Initiative Name,Date,Ad Set Name,Concept Name,Reporting Ends,Impressions,Clicks (Sum),Clicks,Spends,Facebook Cost Per Complete Video View (Sum),Facebook Video Plays (3 Sec) (Sum),25% Views,50% Views,75% Views,100% Views,Facebook Cost Per Video Thru Play In Inr (Sum),Accrual Campaign Name,Campaign Name,Publisher,Geo,Device,Metro/Non Metro,Platform,Section,Ad Unit,Targeting,Deal Type,Engagements,Reach,Views
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-13,"Amazon Fashion WRS Dec 23 Sale - RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",afa_2023_aw_in_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-t17-Watches_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-13,254686,2513,1944,6992.4,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-13,"Amazon Fashion WRS Dec 23 Sale - RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",afa_2023_aw_in_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-t17-Jewellery_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-13,881269,8343,5930,22274.65,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-13,"Amazon Fashion WRS Dec 23 Sale - RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",afa_2023_aw_in_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-t17-Travel-luggage_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-13,1263210,8878,6598,26420.91,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-13,"Amazon Fashion WRS Dec 23 Sale - RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",afa_2023_aw_in_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-t17-Mens-Apparrel_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-13,625580,6955,5087,19295.59,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Delhi + NCR,afa_2023_aw_in-delhi-delhi_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-del-Apparel_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,60786,759,537,2234.56,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Delhi + NCR,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Delhi + NCR,afa_2023_aw_in-delhi-delhi_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-del-Bags_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,882492,8638,6091,26400.61,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Delhi + NCR,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Delhi + NCR,afa_2023_aw_in-delhi-delhi_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-del-Footwear-female_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,99270,1126,835,3413.78,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Delhi + NCR,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Delhi + NCR,afa_2023_aw_in-delhi-delhi_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-del-Handbags-female_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,36175,459,312,1230.61,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Delhi + NCR,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Delhi + NCR,afa_2023_aw_in-delhi-delhi_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-del-Jewellery_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,294552,3142,2194,9918.55,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Delhi + NCR,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Delhi + NCR,afa_2023_aw_in-delhi-delhi_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-del-Lux-beauty&perfumes_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,108484,1055,783,3104.59,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Delhi + NCR,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Delhi + NCR,afa_2023_aw_in-delhi-delhi_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-del-Mens-Apparrel_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,133532,1741,1281,5635.02,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Delhi + NCR,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Delhi + NCR,afa_2023_aw_in-delhi-delhi_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-del-Travel-luggage_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,595770,5491,4168,19558.05,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Delhi + NCR,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Delhi + NCR,afa_2023_aw_in-delhi-delhi_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-del-Watches_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,80706,951,646,2706.08,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Delhi + NCR,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Mumbai + Thane,afa_2023_aw_in-maharashtra-mumbai_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-mum-Bags_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,570624,5605,3994,21563.5,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Mumbai + Thane,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Mumbai + Thane,afa_2023_aw_in-maharashtra-mumbai_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-mum-Apparel_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,51139,447,336,1820.68,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Mumbai + Thane,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Mumbai + Thane,afa_2023_aw_in-maharashtra-mumbai_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-mum-Mens-Apparrel_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,60811,624,436,2324.07,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Mumbai + Thane,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Mumbai + Thane,afa_2023_aw_in-maharashtra-mumbai_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-mum-Lux-beauty&perfumes_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,73595,701,542,2495.75,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Mumbai + Thane,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Mumbai + Thane,afa_2023_aw_in-maharashtra-mumbai_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-mum-Jewellery_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,62462,687,441,2407.26,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Mumbai + Thane,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Mumbai + Thane,afa_2023_aw_in-maharashtra-mumbai_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-mum-Handbags-female_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,23150,261,178,895.78,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Mumbai + Thane,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Mumbai + Thane,afa_2023_aw_in-maharashtra-mumbai_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-mum-Footwear-female_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,31920,277,196,998.55,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Mumbai + Thane,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Mumbai + Thane,afa_2023_aw_in-maharashtra-mumbai_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-mum-Travel-luggage_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,572223,4763,3622,20321.89,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Mumbai + Thane,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Mumbai + Thane,afa_2023_aw_in-maharashtra-mumbai_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-mum-Watches_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,95639,942,632,3291.33,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Mumbai + Thane,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Bangalore,afa_2023_aw_in-karnataka-bengaluru_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-ban-Jewellery_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,134483,1347,895,5171.39,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Bangalore,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Bangalore,afa_2023_aw_in-karnataka-bengaluru_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-ban-Handbags-female_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,9296,93,72,348.87,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Bangalore,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Bangalore,afa_2023_aw_in-karnataka-bengaluru_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-ban-Footwear-female_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,31775,243,173,917.48,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Bangalore,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Bangalore,afa_2023_aw_in-karnataka-bengaluru_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-ban-Bags_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,463227,3835,2668,15637.9,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Bangalore,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Bangalore,afa_2023_aw_in-karnataka-bengaluru_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-ban-Travel-luggage_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,216468,1751,1315,7837.67,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Bangalore,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Bangalore,afa_2023_aw_in-karnataka-bengaluru_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-ban-Apparel_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,28967,252,196,1071.22,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Bangalore,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Bangalore,afa_2023_aw_in-karnataka-bengaluru_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-ban-Watches_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,67619,655,450,2378.01,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Bangalore,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Bangalore,afa_2023_aw_in-karnataka-bengaluru_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-ban-Mens-Apparrel_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,48834,464,315,1761.83,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Bangalore,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Bangalore,afa_2023_aw_in-karnataka-bengaluru_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-ban-Lux-beauty&perfumes_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,42706,368,268,1372.14,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Bangalore,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Hyderabad,afa_2023_aw_in-telangana-hyderabad_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-hyd-Jewellery_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,32690,366,237,1049.36,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Hyderabad,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Hyderabad,afa_2023_aw_in-telangana-hyderabad_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-hyd-Lux-beauty&perfumes_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,12416,124,94,382.83,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Hyderabad,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Hyderabad,afa_2023_aw_in-telangana-hyderabad_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-hyd-Mens-Apparrel_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,18879,198,153,599.38,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Hyderabad,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Hyderabad,afa_2023_aw_in-telangana-hyderabad_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-hyd-Watches_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,17829,171,109,445.92,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Hyderabad,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Hyderabad,afa_2023_aw_in-telangana-hyderabad_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-hyd-Apparel_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,8431,91,68,262.21,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Hyderabad,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Hyderabad,afa_2023_aw_in-telangana-hyderabad_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-hyd-Travel-luggage_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,78508,719,553,2415.59,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Hyderabad,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Hyderabad,afa_2023_aw_in-telangana-hyderabad_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-hyd-Bags_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,112847,966,679,2926.98,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Hyderabad,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Hyderabad,afa_2023_aw_in-telangana-hyderabad_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-hyd-Footwear-female_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,6151,68,41,164.7,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Hyderabad,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,Amazon Fashion WRS Dec 23 Sale - Hyderabad,afa_2023_aw_in-telangana-hyderabad_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-hyd-Handbags-female_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,5923,32,18,86.63,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Hyderabad,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,"Amazon Fashion WRS Dec 23 Sale - Kolkata + NTP, STP, Howrah",afa_2023_aw_in-west bengal-kolkata_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-kol-Mens-Apparrel_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,85442,986,715,3492.42,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"Kolkata + NTP, STP, Howrah",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,"Amazon Fashion WRS Dec 23 Sale - Kolkata + NTP, STP, Howrah",afa_2023_aw_in-west bengal-kolkata_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-kol-Watches_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,73254,764,531,2348.59,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"Kolkata + NTP, STP, Howrah",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,"Amazon Fashion WRS Dec 23 Sale - Kolkata + NTP, STP, Howrah",afa_2023_aw_in-west bengal-kolkata_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-kol-Jewellery_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,155443,1549,1037,4800.14,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"Kolkata + NTP, STP, Howrah",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,"Amazon Fashion WRS Dec 23 Sale - Kolkata + NTP, STP, Howrah",afa_2023_aw_in-west bengal-kolkata_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-kol-Handbags-female_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,13809,153,103,455.46,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"Kolkata + NTP, STP, Howrah",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,"Amazon Fashion WRS Dec 23 Sale - Kolkata + NTP, STP, Howrah",afa_2023_aw_in-west bengal-kolkata_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-kol-Lux-beauty&perfumes_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,60751,570,388,1621.68,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"Kolkata + NTP, STP, Howrah",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,"Amazon Fashion WRS Dec 23 Sale - Kolkata + NTP, STP, Howrah",afa_2023_aw_in-west bengal-kolkata_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-kol-Bags_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,671807,5385,3858,18365.11,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"Kolkata + NTP, STP, Howrah",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,"Amazon Fashion WRS Dec 23 Sale - Kolkata + NTP, STP, Howrah",afa_2023_aw_in-west bengal-kolkata_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-kol-Footwear-female_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,36710,391,269,1118.08,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"Kolkata + NTP, STP, Howrah",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,"Amazon Fashion WRS Dec 23 Sale - Kolkata + NTP, STP, Howrah",afa_2023_aw_in-west bengal-kolkata_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-kol-Apparel_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,71179,593,452,2135.06,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"Kolkata + NTP, STP, Howrah",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-12-09,"Amazon Fashion WRS Dec 23 Sale - Kolkata + NTP, STP, Howrah",afa_2023_aw_in-west bengal-kolkata_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-kol-Travel-luggage_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-12-09,343889,2751,1994,9574.58,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"Kolkata + NTP, STP, Howrah",,,,,,,,,,
