Date,Publisher,Campaign Name,Line Item Name,Accrual Campaign Name,Concept Name,Geo,Impressions,Engagements,Clicks,Views,25% Views,50% Views,75% Views,100% Views,Spends,Device,Metro/Non Metro,Platform,Section,Ad Unit,Targeting,Deal Type,Reach
2024-03-23,YouTube,AMZ EA Thematic H1 24,NPAC Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Marathi/Hindi MF25-45;Amazon App Users; Excl: Prime Video App users CPV_P0 Maharashtra T57-Non Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35MHT57NMNPACFAMHIN_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_HI_1152TE_03192024_05312024_NA_MAHARA_MLT_NA,P0 Maharashtra T57-Non Metros,46245,,234,,36061,30730,28321,26600,6111.209199,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,NPAC Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Marathi/Hindi MF25-45;Amazon App Users; Excl: Prime Video App users CPV_P0 Maharashtra T57-Non Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35MHT57NMNPACFAMMAR_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_MR_1152TD_03192024_05312024_NA_MAHARA_MLT_NA,P0 Maharashtra T57-Non Metros,46462,,269,,34330,28528,25777,23864,5212.290295,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,NPAC Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Marathi/Hindi MF25-45;Amazon App Users; Excl: Prime Video App users CPV_P0 Maharashtra T57-Non Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35MHT57NMNPACOFFHIN_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_HI_1152TG_03192024_05312024_NA_MAHARA_MLT_NA,P0 Maharashtra T57-Non Metros,52077,,281,,38960,32300,29336,27285,6450.084076,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,NPAC Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Marathi/Hindi MF25-45;Amazon App Users; Excl: Prime Video App users CPV_P0 Maharashtra T57-Non Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35MHT57NMNPACOFFMAR_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_MR_1152TF_03192024_05312024_NA_MAHARA_MLT_NA,P0 Maharashtra T57-Non Metros,59610,,314,,44712,37315,34173,32067,7633.909993,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,NPAC Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Marathi/Hindi MF25-45;Amazon App Users; Excl: Prime Video App users CPV_P1 Goa T57-Non Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35GAT57NMNPACFAMHIN_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_HI_1152QA_03192024_05312024_NA_NA_NA_NA,P1 Goa T57-Non Metros,1555,,7,,1218,1040,962,914,223.961168,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,NPAC Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Marathi/Hindi MF25-45;Amazon App Users; Excl: Prime Video App users CPV_P1 Goa T57-Non Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35GAT57NMNPACFAMMAR_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_MR_1152Q9_03192024_05312024_NA_NA_NA_NA,P1 Goa T57-Non Metros,2158,,21,,1649,1363,1244,1163,288.66454,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,NPAC Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Marathi/Hindi MF25-45;Amazon App Users; Excl: Prime Video App users CPV_P1 Goa T57-Non Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35GAT57NMNPACOFFHIN_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_HI_1152QC_03192024_05312024_NA_NA_NA_NA,P1 Goa T57-Non Metros,1661,,6,,1265,1073,978,918,230.710163,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,NPAC Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Marathi/Hindi MF25-45;Amazon App Users; Excl: Prime Video App users CPV_P1 Goa T57-Non Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35GAT57NMNPACOFFMAR_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_MR_1152QB_03192024_05312024_NA_NA_NA_NA,P1 Goa T57-Non Metros,1784,,11,,1312,1066,951,900,221.433667,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,NPAC Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Tamil/English MF25-45;Amazon App Users; Excl: Prime Video App users CPV_P0 Tamilnadu T48,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35TNT48NPACFAMTAM_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_TM_1152UT_03192024_05312024_NA_TAMIL_MLT_NA,P0 Tamilnadu T48,13998,,52,,10167,8334,7495,6894,1635.12596,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,NPAC Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Tamil/English MF25-45;Amazon App Users; Excl: Prime Video App users CPV_P0 Tamilnadu T48,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35TNT48NPACOFFTAM_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_TM_1152UV_03192024_05312024_NA_TAMIL_MLT_NA,P0 Tamilnadu T48,10524,,50,,7748,6328,5697,5256,1204.75599,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,NPAC Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Tamil/English MF25-45;Amazon App Users; Excl: Prime Video App users CPV_P0 Tamilnadu T57-Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35TNT57MNPACFAMTAM_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_TM_1152UL_03192024_05312024_NA_TAMIL_MLT_NA,P0 Tamilnadu T57-Metros,67193,,282,,54587,47500,43563,40632,11313.368566,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,NPAC Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Tamil/English MF25-45;Amazon App Users; Excl: Prime Video App users CPV_P0 Tamilnadu T57-Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35TNT57MNPACOFFTAM_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_TM_1152UN_03192024_05312024_NA_TAMIL_MLT_NA,P0 Tamilnadu T57-Metros,37050,,135,,30585,26456,24351,22938,6157.17385,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,NPAC Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Tamil/English MF25-45;Amazon App Users; Excl: Prime Video App users CPV_P0 Tamilnadu T57-Non Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35TNT57NMNPACFAMTAM_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_TM_1152UP_03192024_05312024_NA_TAMIL_MLT_NA,P0 Tamilnadu T57-Non Metros,154137,,790,,115005,96110,86597,80060,18448.274944,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,NPAC Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Tamil/English MF25-45;Amazon App Users; Excl: Prime Video App users CPV_P0 Tamilnadu T57-Non Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35TNT57NMNPACOFFTAM_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_TM_1152UR_03192024_05312024_NA_TAMIL_MLT_NA,P0 Tamilnadu T57-Non Metros,116526,,636,,86976,71605,64092,59143,13591.221844,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,NPAC Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Telugu/English MF25-45;Amazon App Users; Excl: Prime Video App users CPV_P0 AP/TL T48,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35APTLT48NPACFAMTEL_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_TL_1152PH_03192024_05312024_NA_MLT_MLT_NA,P0 AP/TL T48,61651,,417,,39639,30122,26140,23489,7521.468552,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,NPAC Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Telugu/English MF25-45;Amazon App Users; Excl: Prime Video App users CPV_P0 AP/TL T48,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35APTLT48NPACOFFTEL_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_TL_1152PJ_03192024_05312024_NA_MLT_MLT_NA,P0 AP/TL T48,50718,,321,,34489,27184,23882,21707,6570.352157,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,NPAC Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Telugu/English MF25-45;Amazon App Users; Excl: Prime Video App users CPV_P0 AP/TL T57-Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35APTLT57MNPACFAMTEL_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_TL_1152P9_03192024_05312024_NA_MLT_MLT_NA,P0 AP/TL T57-Metros,103789,,583,,79795,67510,61061,56480,14733.591943,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,NPAC Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Telugu/English MF25-45;Amazon App Users; Excl: Prime Video App users CPV_P0 AP/TL T57-Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35APTLT57MNPACOFFTEL_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_TL_1152PB_03192024_05312024_NA_MLT_MLT_NA,P0 AP/TL T57-Metros,111475,,523,,86272,73008,66266,61440,16021.551385,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,NPAC Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Telugu/English MF25-45;Amazon App Users; Excl: Prime Video App users CPV_P0 AP/TL T57-Non Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35APTLT57NMNPACFAMTEL_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_TL_1152PD_03192024_05312024_NA_MLT_MLT_NA,P0 AP/TL T57-Non Metros,26366,,139,,19870,16500,14909,13732,3668.689536,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,NPAC Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Telugu/English MF25-45;Amazon App Users; Excl: Prime Video App users CPV_P0 AP/TL T57-Non Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35APTLT57NMNPACOFFTEL_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_TL_1152PF_03192024_05312024_NA_MLT_MLT_NA,P0 AP/TL T57-Non Metros,32602,,138,,24443,20307,18354,16991,4369.474915,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,OS-A Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Bengali/Hindi MF25-45;Ecommerce App Users; Excl: Amazon App Users CPV_P1 West Bengal T57-Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35WBT57MOSAFAMBEN_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_BN_1152W1_03192024_05312024_NA_WEST B_MLT_NA,P1 West Bengal T57-Metros,47763,,211,,37265,31181,28298,26207,6295.927169,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,OS-A Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Bengali/Hindi MF25-45;Ecommerce App Users; Excl: Amazon App Users CPV_P1 West Bengal T57-Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35WBT57MOSAFAMENG_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_EN_1152W2_03192024_05312024_NA_WEST B_MLT_NA,P1 West Bengal T57-Metros,34080,,132,,26674,22245,20275,18954,4458.205541,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,OS-A Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Bengali/Hindi MF25-45;Ecommerce App Users; Excl: Amazon App Users CPV_P1 West Bengal T57-Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35WBT57MOSAOFFBEN_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_BN_1152W3_03192024_05312024_NA_WEST B_MLT_NA,P1 West Bengal T57-Metros,35843,,167,,28384,23508,21482,20152,4495.0076,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,OS-A Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Bengali/Hindi MF25-45;Ecommerce App Users; Excl: Amazon App Users CPV_P1 West Bengal T57-Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35WBT57MOSAOFFENG_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_EN_1152W4_03192024_05312024_NA_WEST B_MLT_NA,P1 West Bengal T57-Metros,43726,,235,,33196,27092,24297,22503,5629.241748,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,OS-A Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Gujarati/Hindi MF25-45;Ecommerce App Users; Excl: Amazon App Users CPV_P1 Gujarat T57-Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35GJT57MOSAFAMHIN_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_HI_1152R6_03192024_05312024_NA_GUJARA_MLT_NA,P1 Gujarat T57-Metros,88152,,381,,70753,60856,55771,52048,12981.26254,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,OS-A Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Gujarati/Hindi MF25-45;Ecommerce App Users; Excl: Amazon App Users CPV_P1 Gujarat T57-Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35GJT57MOSAOFFHIN_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_HI_1152R8_03192024_05312024_NA_GUJARA_MLT_NA,P1 Gujarat T57-Metros,97399,,445,,77045,65187,59249,55130,13966.404608,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,OS-A Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Gujarati/Hindi MF25-45;Ecommerce App Users; Excl: Amazon App Users CPV_P1 Gujarat T57-Non Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35GJT57NMOSAFAMHIN_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_HI_1152RA_03192024_05312024_NA_GUJARA_MLT_NA,P1 Gujarat T57-Non Metros,67264,,230,,51804,43252,39113,36203,9331.391601,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,OS-A Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Gujarati/Hindi MF25-45;Ecommerce App Users; Excl: Amazon App Users CPV_P1 Gujarat T57-Non Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35GJT57NMOSAOFFHIN_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_HI_1152RC_03192024_05312024_NA_GUJARA_MLT_NA,P1 Gujarat T57-Non Metros,77315,,307,,59144,48821,44006,40787,10575.100824,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,OS-A Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Hindi MF25-45;Ecommerce App Users; Excl: Amazon App Users CPV_P0 UP T57-Non Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35UPT57NMOSAFAMHIN_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_HI_1152VF_03192024_05312024_NA_UTTAR_MLT_NA,P0 UP T57-Non Metros,184484,,914,,148779,128889,118742,111316,23291.708816,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,OS-A Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Hindi MF25-45;Ecommerce App Users; Excl: Amazon App Users CPV_P0 UP T57-Non Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35UPT57NMOSAOFFHIN_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_HI_1152VG_03192024_05312024_NA_UTTAR_MLT_NA,P0 UP T57-Non Metros,206131,,1222,,162095,137187,125300,117149,25335.679888,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,OS-A Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Hindi MF25-45;Ecommerce App Users; Excl: Amazon App Users CPV_P0 Uttaranchal T57-Non Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35UTT57NMOSAFAMHIN_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_HI_1152VN_03192024_05312024_NA_NA_NA_NA,P0 Uttaranchal T57-Non Metros,1486,,3,,1185,1039,944,891,211.264388,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,OS-A Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Hindi MF25-45;Ecommerce App Users; Excl: Amazon App Users CPV_P0 Uttaranchal T57-Non Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35UTT57NMOSAOFFHIN_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_HI_1152VO_03192024_05312024_NA_NA_NA_NA,P0 Uttaranchal T57-Non Metros,1674,,7,,1313,1118,1009,941,224.449247,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,OS-A Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Hindi MF25-45;Ecommerce App Users; Excl: Amazon App Users CPV_P1 Delhi T57-Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35DLT57MOSAFAMHIN_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_HI_1152PZ_03192024_05312024_NA_DELHI_NEW DE_NA,P1 Delhi T57-Metros,156613,,515,,126837,109398,100738,94268,25998.155052,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,OS-A Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Hindi MF25-45;Ecommerce App Users; Excl: Amazon App Users CPV_P1 Delhi T57-Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35DLT57MOSAOFFHIN_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_HI_1152Q0_03192024_05312024_NA_DELHI_NEW DE_NA,P1 Delhi T57-Metros,184799,,703,,145266,122622,111546,104069,28945.673081,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,OS-A Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Hindi MF25-45;Ecommerce App Users; Excl: Amazon App Users CPV_P2 ROI T57-Non Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35ROIT57NMOSAFAMHIN_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_HI_1152TZ_03192024_05312024_NA_MLT_MLT_NA,P2 ROI T57-Non Metros,294926,,1445,,241558,210163,194109,182268,37422.450071,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,OS-A Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Hindi MF25-45;Ecommerce App Users; Excl: Amazon App Users CPV_P2 ROI T57-Non Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35ROIT57NMOSAOFFHIN_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_HI_1152U0_03192024_05312024_NA_MLT_MLT_NA,P2 ROI T57-Non Metros,326244,,1705,,259418,221432,202768,189432,39343.441935,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,OS-A Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Kannada/English MF25-45;Ecommerce App Users; Excl: Amazon App Users CPV_P0 Karnataka T57-Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35KART57MOSAFAMKAN_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_KN_1152S1_03192024_05312024_NA_KARNAT_MLT_NA,P0 Karnataka T57-Metros,83475,,351,,65949,56847,52307,48821,13196.027407,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,OS-A Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Kannada/English MF25-45;Ecommerce App Users; Excl: Amazon App Users CPV_P0 Karnataka T57-Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35KART57MOSAOFFKAN_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_KN_1152S3_03192024_05312024_NA_KARNAT_MLT_NA,P0 Karnataka T57-Metros,95461,,433,,74445,63279,57815,53938,14668.21836,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,OS-A Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Kannada/English MF25-45;Ecommerce App Users; Excl: Amazon App Users CPV_P0 Karnataka T57-Non Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35KART57NMOSAFAMKAN_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_KN_1152S5_03192024_05312024_NA_KARNAT_MLT_NA,P0 Karnataka T57-Non Metros,31268,,184,,23963,20326,18539,17223,4201.095267,,,,,,,,
2024-03-23,YouTube,AMZ EA Thematic H1 24,OS-A Video Youtube Desktop+Mobile+CTV Skippable Instream 35 Sec Kannada/English MF25-45;Ecommerce App Users; Excl: Amazon App Users CPV_P0 Karnataka T57-Non Metros,AMZ EA Thematic H1 24,XCIR24IN002_EDE_CONSD_APAC_YOUTUBE_POKN_A_PLC_CRS_MLT_NA_DIG_VIDP_VMLT_RON_YTVD35KART57NMOSAOFFKAN_REC_MLT_NA_NA_NA_NA_NA_1920X1080_:30_SKP_4_CPV_SSWT_KN_1152S7_03192024_05312024_NA_KARNAT_MLT_NA,P0 Karnataka T57-Non Metros,32183,,178,,24752,20708,18780,17461,4312.160947,,,,,,,,
