Date,Publisher,Campaign Name,Accrual Campaign Name,Concept Name,Geo,Impressions,Engagements,Clicks,Views,25% Views,50% Views,75% Views,100% Views,Spends,Device,Metro/Non Metro,Platform,Section,Ad Unit,Targeting,Deal Type,Reach
2023-12-26,Sharechat Non-sizmek,Amz Pay Mobile Recharge Q4 23,Amz Pay Mobile Recharge Q4 23,,All Geos,644706,,4320,,,,,,17280,,,,,,,,
2023-12-27,Sharechat Non-sizmek,Amz Pay Mobile Recharge Q4 23,Amz Pay Mobile Recharge Q4 23,,All Geos,3279703,,16074,,,,,,64296,,,,,,,,
2023-12-28,Sharechat Non-sizmek,Amz Pay Mobile Recharge Q4 23,Amz Pay Mobile Recharge Q4 23,,All Geos,2645931,,15303,,,,,,61212,,,,,,,,
2023-12-29,Sharechat Non-sizmek,Amz Pay Mobile Recharge Q4 23,Amz Pay Mobile Recharge Q4 23,,All Geos,1273146,,6450,,,,,,25800,,,,,,,,
2023-12-30,Sharechat Non-sizmek,Amz Pay Mobile Recharge Q4 23,Amz Pay Mobile Recharge Q4 23,,All Geos,1210046,,6462,,,,,,25848,,,,,,,,
2023-12-31,Sharechat Non-sizmek,Amz Pay Mobile Recharge Q4 23,Amz Pay Mobile Recharge Q4 23,,All Geos,836755,,4479,,,,,,17916,,,,,,,,
