Date,Publisher,Campaign Name,Accrual Campaign Name,Concept Name,Geo,Impressions,Engagements,Clicks,Views,25% Views,50% Views,75% Views,100% Views,Spends,Device,Metro/Non Metro,Platform,Section,Ad Unit,Targeting,Deal Type,Reach
2023-10-26,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 as-ops-cepc,"18-45 MF, Amz shoppers,India",365200.0,,18120.0,,,,,,81540.0,,,,,,,,
2023-10-26,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 as-ops-ohl,"18-45 MF, Amz shoppers,India",259384.0,,11518.0,,,,,,51831.0,,,,,,,,
2023-10-26,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 as-ops-sl,"18-45 MF, Amz shoppers,India",200818.0,,10826.0,,,,,,48717.0,,,,,,,,
2023-10-26,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 as-ops-tv,"18-45 MF, Amz shoppers,India",53602.0,,3244.0,,,,,,14598.0,,,,,,,,
2023-10-26,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 as-ops-wl,"18-45 MF, Amz shoppers,India",963433.0,,49846.0,,,,,,224307.0,,,,,,,,
2023-10-26,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ns-nta-cepc,"18-45 MF, Non-shoppers,India",290082.0,,14964.0,,,,,,67338.0,,,,,,,,
2023-10-26,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ns-nta-consumables,"18-45 MF, Non-shoppers,India",92629.0,,5561.0,,,,,,25024.5,,,,,,,,
2023-10-26,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ns-nta-media,"18-45 MF, Non-shoppers,India",91355.0,,5268.0,,,,,,23706.0,,,,,,,,
2023-10-26,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ns-nta-ohl,"18-45 MF, Non-shoppers,India",265843.0,,14380.0,,,,,,64710.0,,,,,,,,
2023-10-26,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ns-nta-sl,"18-45 MF, Non-shoppers,India",516371.0,,25822.0,,,,,,116199.0,,,,,,,,
2023-10-26,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ns-nta-wl,"18-45 MF, Non-shoppers,India",298663.0,,16222.0,,,,,,72999.0,,,,,,,,
2023-10-26,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ol-nta-cepc,"18-45 MF, Online shoppers, Excl. Amz shoppers,India",160341.0,,9169.0,,,,,,41260.5,,,,,,,,
2023-10-26,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ol-nta-consumables,"18-45 MF, Online shoppers, Excl. Amz shoppers,India",50191.0,,3051.0,,,,,,13729.5,,,,,,,,
2023-10-26,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ol-nta-media,"18-45 MF, Online shoppers, Excl. Amz shoppers,India",50067.0,,3200.0,,,,,,14400.0,,,,,,,,
2023-10-26,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ol-nta-ohl,"18-45 MF, Online shoppers, Excl. Amz shoppers,India",140971.0,,6908.0,,,,,,31086.0,,,,,,,,
2023-10-26,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ol-nta-sl,"18-45 MF, Online shoppers, Excl. Amz shoppers,India",268337.0,,13037.0,,,,,,58666.5,,,,,,,,
2023-10-26,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ol-nta-wl,"18-45 MF, Online shoppers, Excl. Amz shoppers,India",158571.0,,8889.0,,,,,,40000.5,,,,,,,,
2023-10-26,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ol-ops-cepc,"18-45 MF, Online shoppers, Excl. Amz shoppers,India",184993.0,,9990.0,,,,,,44955.0,,,,,,,,
2023-10-26,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ol-ops-ohl,"18-45 MF, Online shoppers, Excl. Amz shoppers,India",140883.0,,6943.0,,,,,,31243.5,,,,,,,,
2023-10-26,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ol-ops-sl,"18-45 MF, Online shoppers, Excl. Amz shoppers,India",109105.0,,7049.0,,,,,,31720.5,,,,,,,,
2023-10-26,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ol-ops-tv,"18-45 MF, Online shoppers, Excl. Amz shoppers,India",17875.0,,1098.0,,,,,,4941.0,,,,,,,,
2023-10-26,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ol-ops-wl,"18-45 MF, Online shoppers, Excl. Amz shoppers,India",539162.0,,25908.0,,,,,,116586.0,,,,,,,,
2023-10-27,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 as-ops-cepc,"18-45 MF, Amz shoppers,India",303919.0,,14832.0,,,,,,66744.0,,,,,,,,
2023-10-27,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 as-ops-sl,"18-45 MF, Amz shoppers,India",144650.0,,8033.0,,,,,,36148.5,,,,,,,,
2023-10-27,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 as-ops-tv,"18-45 MF, Amz shoppers,India",185832.0,,10965.0,,,,,,49342.5,,,,,,,,
2023-10-27,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 as-ops-wl,"18-45 MF, Amz shoppers,India",1142158.0,,50992.0,,,,,,229464.0,,,,,,,,
2023-10-27,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ns-nta-cepc,"18-45 MF, Non-shoppers,India",250907.0,,12455.0,,,,,,56047.5,,,,,,,,
2023-10-27,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ns-nta-consumables,"18-45 MF, Non-shoppers,India",59213.0,,3759.0,,,,,,16915.5,,,,,,,,
2023-10-27,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ns-nta-media,"18-45 MF, Non-shoppers,India",65616.0,,4279.0,,,,,,19255.5,,,,,,,,
2023-10-27,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ns-nta-sl,"18-45 MF, Non-shoppers,India",428682.0,,19932.0,,,,,,89694.0,,,,,,,,
2023-10-27,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ns-nta-wl,"18-45 MF, Non-shoppers,India",388047.0,,18698.0,,,,,,84141.0,,,,,,,,
2023-10-27,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ol-nta-cepc,"18-45 MF, Online shoppers, Excl. Amz shoppers,India",100121.0,,5792.0,,,,,,26064.0,,,,,,,,
2023-10-27,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ol-nta-consumables,"18-45 MF, Online shoppers, Excl. Amz shoppers,India",55463.0,,3707.0,,,,,,16681.5,,,,,,,,
2023-10-27,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ol-nta-media,"18-45 MF, Online shoppers, Excl. Amz shoppers,India",49167.0,,3638.0,,,,,,16371.0,,,,,,,,
2023-10-27,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ol-nta-sl,"18-45 MF, Online shoppers, Excl. Amz shoppers,India",247136.0,,12466.0,,,,,,56097.0,,,,,,,,
2023-10-27,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ol-nta-wl,"18-45 MF, Online shoppers, Excl. Amz shoppers,India",201781.0,,12912.0,,,,,,58104.0,,,,,,,,
2023-10-27,Mcanvas,Wave-2,Amz Jupiter 23,mCanvas Amazon Jupiter Wave 2 Oct'23 ol-ops-cepc,"18-45 MF, Online shoppers, Excl. Amz shoppers,India",182560.0,,10009.0,,,,,,45040.5,,,,,,,,
