Date,Publisher,Campaign Name,Accrual campaign name,Concept Name,GEO,Impressions,Clicks
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_AHEMADABAD_ W1 to W4 - 14th Oct to 10th Nov,,4476,35
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Karnataka _W1 to W4 - 14th Oct to 10th Nov,RO Karnataka ,7924,101
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Karnataka _W1 to W4 - 14th Oct to 10th Nov,RO Karnataka ,9807,137
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Karnataka _W1 to W4 - 14th Oct to 10th Nov,RO Karnataka ,7865,98
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Karnataka _W1 to W4 - 14th Oct to 10th Nov,RO Karnataka ,7835,100
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Karnataka _W1 to W4 - 14th Oct to 10th Nov,RO Karnataka ,10822,147
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Karnataka _W1 to W4 - 14th Oct to 10th Nov,RO Karnataka ,67242,888
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Karnataka _W1 to W4 - 14th Oct to 10th Nov,RO Karnataka ,10793,149
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Karnataka _W1 to W4 - 14th Oct to 10th Nov,RO Karnataka ,40664,536
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Karnataka _W1 to W4 - 14th Oct to 10th Nov,RO Karnataka ,29028,368
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Karnataka _W1 to W4 - 14th Oct to 10th Nov,RO Karnataka ,34827,460
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Karnataka _W1 to W4 - 14th Oct to 10th Nov,RO Karnataka ,16893,221
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Karnataka _W1 to W4 - 14th Oct to 10th Nov,RO Karnataka ,7398,87
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Karnataka _W1 to W4 - 14th Oct to 10th Nov,RO Karnataka ,7168,76
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Karnataka _W1 to W4 - 14th Oct to 10th Nov,RO Karnataka ,49587,615
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Karnataka _W1 to W4 - 14th Oct to 10th Nov,RO Karnataka ,22018,274
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Karnataka _W1 to W4 - 14th Oct to 10th Nov,RO Karnataka ,7147,86
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Karnataka _W1 to W4 - 14th Oct to 10th Nov,RO Karnataka ,5361,63
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Karnataka _W1 to W4 - 14th Oct to 10th Nov,RO Karnataka ,40513,536
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Karnataka _W1 to W4 - 14th Oct to 10th Nov,RO Karnataka ,5221,64
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Karnataka _W1 to W4 - 14th Oct to 10th Nov,RO Karnataka ,12966,164
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,"Amazon Apay_RO Maharashtra _Week 4,5&6 - 8th to 28th Sept",,25236,352
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,"Amazon Apay_RO Maharashtra _Week 4,5&6 - 8th to 28th Sept",,25112,353
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,"Amazon Apay_RO Maharashtra _Week 4,5&6 - 8th to 28th Sept",,26228,333
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,"Amazon Apay_RO Maharashtra _Week 4,5&6 - 8th to 28th Sept",,33417,517
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,"Amazon Apay_RO Maharashtra _Week 4,5&6 - 8th to 28th Sept",,100942,1358
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,"Amazon Apay_RO Maharashtra _Week 4,5&6 - 8th to 28th Sept",,36457,463
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,"Amazon Apay_RO Maharashtra _Week 4,5&6 - 8th to 28th Sept",,36740,476
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,"Amazon Apay_RO Maharashtra _Week 4,5&6 - 8th to 28th Sept",,259964,3465
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,"Amazon Apay_RO Maharashtra _Week 4,5&6 - 8th to 28th Sept",,33154,403
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,"Amazon Apay_RO Maharashtra _Week 4,5&6 - 8th to 28th Sept",,23615,334
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,"Amazon Apay_RO Maharashtra _Week 4,5&6 - 8th to 28th Sept",,24217,301
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,"Amazon Apay_RO Maharashtra _Week 4,5&6 - 8th to 28th Sept",,203292,2749
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,"Amazon Apay_RO Maharashtra _Week 4,5&6 - 8th to 28th Sept",,23473,263
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,"Amazon Apay_RO Maharashtra _Week 4,5&6 - 8th to 28th Sept",,42048,534
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,"Amazon Apay_RO Maharashtra _Week 4,5&6 - 8th to 28th Sept",,24200,329
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,"Amazon Apay_RO Maharashtra _Week 4,5&6 - 8th to 28th Sept",,192860,2562
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,"Amazon Apay_RO Maharashtra _Week 4,5&6 - 8th to 28th Sept",,22871,278
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,"Amazon Apay_RO Maharashtra _Week 4,5&6 - 8th to 28th Sept",,27328,357
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,"Amazon Apay_RO Maharashtra _Week 4,5&6 - 8th to 28th Sept",,23712,313
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,"Amazon Apay_RO Maharashtra _Week 4,5&6 - 8th to 28th Sept",,203759,2545
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Anadhra + Telangana_W1 to W4 - 14th Oct to 10th Nov,,10078,135
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Anadhra + Telangana_W1 to W4 - 14th Oct to 10th Nov,,22879,322
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Anadhra + Telangana_W1 to W4 - 14th Oct to 10th Nov,,10430,128
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Anadhra + Telangana_W1 to W4 - 14th Oct to 10th Nov,,10246,146
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Anadhra + Telangana_W1 to W4 - 14th Oct to 10th Nov,,27584,359
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Anadhra + Telangana_W1 to W4 - 14th Oct to 10th Nov,,40216,499
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Anadhra + Telangana_W1 to W4 - 14th Oct to 10th Nov,,13260,150
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Anadhra + Telangana_W1 to W4 - 14th Oct to 10th Nov,,75342,994
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Anadhra + Telangana_W1 to W4 - 14th Oct to 10th Nov,,14071,180
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Anadhra + Telangana_W1 to W4 - 14th Oct to 10th Nov,,9001,109
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Anadhra + Telangana_W1 to W4 - 14th Oct to 10th Nov,,9249,125
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Anadhra + Telangana_W1 to W4 - 14th Oct to 10th Nov,,75973,988
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Anadhra + Telangana_W1 to W4 - 14th Oct to 10th Nov,,17035,201
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Anadhra + Telangana_W1 to W4 - 14th Oct to 10th Nov,,8815,91
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Anadhra + Telangana_W1 to W4 - 14th Oct to 10th Nov,,9195,110
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Anadhra + Telangana_W1 to W4 - 14th Oct to 10th Nov,,73114,849
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Anadhra + Telangana_W1 to W4 - 14th Oct to 10th Nov,,40936,485
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Anadhra + Telangana_W1 to W4 - 14th Oct to 10th Nov,,8875,109
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Anadhra + Telangana_W1 to W4 - 14th Oct to 10th Nov,,8996,110
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Anadhra + Telangana_W1 to W4 - 14th Oct to 10th Nov,,47438,564
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_ERNAMKULAM_W1 to W4 - 14th Oct to 10th Nov,ERNAMKULAM,3681,48
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_ERNAMKULAM_W1 to W4 - 14th Oct to 10th Nov,ERNAMKULAM,3805,51
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_ERNAMKULAM_W1 to W4 - 14th Oct to 10th Nov,ERNAMKULAM,3895,48
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_ERNAMKULAM_W1 to W4 - 14th Oct to 10th Nov,ERNAMKULAM,4164,60
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_ERNAMKULAM_W1 to W4 - 14th Oct to 10th Nov,ERNAMKULAM,4888,53
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_ERNAMKULAM_W1 to W4 - 14th Oct to 10th Nov,ERNAMKULAM,9657,121
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_ERNAMKULAM_W1 to W4 - 14th Oct to 10th Nov,ERNAMKULAM,15812,207
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_ERNAMKULAM_W1 to W4 - 14th Oct to 10th Nov,ERNAMKULAM,30450,383
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_ERNAMKULAM_W1 to W4 - 14th Oct to 10th Nov,ERNAMKULAM,3498,45
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_ERNAMKULAM_W1 to W4 - 14th Oct to 10th Nov,ERNAMKULAM,15642,212
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_ERNAMKULAM_W1 to W4 - 14th Oct to 10th Nov,ERNAMKULAM,8361,104
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_ERNAMKULAM_W1 to W4 - 14th Oct to 10th Nov,ERNAMKULAM,14853,159
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_ERNAMKULAM_W1 to W4 - 14th Oct to 10th Nov,ERNAMKULAM,3500,46
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_ERNAMKULAM_W1 to W4 - 14th Oct to 10th Nov,ERNAMKULAM,22558,282
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_ERNAMKULAM_W1 to W4 - 14th Oct to 10th Nov,ERNAMKULAM,11567,191
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_ERNAMKULAM_W1 to W4 - 14th Oct to 10th Nov,ERNAMKULAM,3446,49
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_ERNAMKULAM_W1 to W4 - 14th Oct to 10th Nov,ERNAMKULAM,3319,50
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_ERNAMKULAM_W1 to W4 - 14th Oct to 10th Nov,ERNAMKULAM,3433,45
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_ERNAMKULAM_W1 to W4 - 14th Oct to 10th Nov,ERNAMKULAM,30754,378
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_ERNAMKULAM_W1 to W4 - 14th Oct to 10th Nov,ERNAMKULAM,3382,39
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_THRISSUR_W1 to W4 - 14th Oct to 10th Nov,THRISSUR,1113,16
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_THRISSUR_W1 to W4 - 14th Oct to 10th Nov,THRISSUR,2357,42
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_THRISSUR_W1 to W4 - 14th Oct to 10th Nov,THRISSUR,1174,19
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_THRISSUR_W1 to W4 - 14th Oct to 10th Nov,THRISSUR,1106,14
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_THRISSUR_W1 to W4 - 14th Oct to 10th Nov,THRISSUR,1421,18
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_THRISSUR_W1 to W4 - 14th Oct to 10th Nov,THRISSUR,9092,126
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_THRISSUR_W1 to W4 - 14th Oct to 10th Nov,THRISSUR,5082,72
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_THRISSUR_W1 to W4 - 14th Oct to 10th Nov,THRISSUR,1431,20
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_THRISSUR_W1 to W4 - 14th Oct to 10th Nov,THRISSUR,3627,69
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_THRISSUR_W1 to W4 - 14th Oct to 10th Nov,THRISSUR,4581,71
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_THRISSUR_W1 to W4 - 14th Oct to 10th Nov,THRISSUR,2104,25
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_THRISSUR_W1 to W4 - 14th Oct to 10th Nov,THRISSUR,889,11
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_THRISSUR_W1 to W4 - 14th Oct to 10th Nov,THRISSUR,4973,60
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_THRISSUR_W1 to W4 - 14th Oct to 10th Nov,THRISSUR,594,7
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_THRISSUR_W1 to W4 - 14th Oct to 10th Nov,THRISSUR,525,7
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_THRISSUR_W1 to W4 - 14th Oct to 10th Nov,THRISSUR,559,7
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_THRISSUR_W1 to W4 - 14th Oct to 10th Nov,THRISSUR,1162,13
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_THRISSUR_W1 to W4 - 14th Oct to 10th Nov,THRISSUR,3164,32
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_THRISSUR_W1 to W4 - 14th Oct to 10th Nov,THRISSUR,402,2
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_THRISSUR_W1 to W4 - 14th Oct to 10th Nov,THRISSUR,409,8
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_COIMBATORE_W1 to W4 - 14th Oct to 10th Nov,COIMBATORE,3237,38
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_COIMBATORE_W1 to W4 - 14th Oct to 10th Nov,COIMBATORE,3405,35
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_COIMBATORE_W1 to W4 - 14th Oct to 10th Nov,COIMBATORE,3339,43
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_COIMBATORE_W1 to W4 - 14th Oct to 10th Nov,COIMBATORE,3197,31
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_COIMBATORE_W1 to W4 - 14th Oct to 10th Nov,COIMBATORE,1498,16
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_COIMBATORE_W1 to W4 - 14th Oct to 10th Nov,COIMBATORE,1453,17
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_COIMBATORE_W1 to W4 - 14th Oct to 10th Nov,COIMBATORE,12905,152
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_COIMBATORE_W1 to W4 - 14th Oct to 10th Nov,COIMBATORE,1406,15
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_COIMBATORE_W1 to W4 - 14th Oct to 10th Nov,COIMBATORE,6312,78
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_COIMBATORE_W1 to W4 - 14th Oct to 10th Nov,COIMBATORE,1322,13
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_COIMBATORE_W1 to W4 - 14th Oct to 10th Nov,COIMBATORE,7363,80
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_COIMBATORE_W1 to W4 - 14th Oct to 10th Nov,COIMBATORE,1314,13
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_COIMBATORE_W1 to W4 - 14th Oct to 10th Nov,COIMBATORE,6979,60
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_COIMBATORE_W1 to W4 - 14th Oct to 10th Nov,COIMBATORE,1308,17
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_COIMBATORE_W1 to W4 - 14th Oct to 10th Nov,COIMBATORE,6401,62
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_COIMBATORE_W1 to W4 - 14th Oct to 10th Nov,COIMBATORE,1258,12
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_COIMBATORE_W1 to W4 - 14th Oct to 10th Nov,COIMBATORE,1359,16
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_COIMBATORE_W1 to W4 - 14th Oct to 10th Nov,COIMBATORE,3733,48
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_COIMBATORE_W1 to W4 - 14th Oct to 10th Nov,COIMBATORE,9124,99
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_COIMBATORE_W1 to W4 - 14th Oct to 10th Nov,COIMBATORE,1335,15
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_LUCKNOW_W1 - 18th - 20th Oct,LUCKNOW,6187,63
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_LUCKNOW_W1 - 18th - 20th Oct,LUCKNOW,6307,75
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_LUCKNOW_W1 - 18th - 20th Oct,LUCKNOW,6352,76
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_LUCKNOW_W1 - 18th - 20th Oct,LUCKNOW,6216,68
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_BANGLORE_ W1 to W4 - 14th Oct to 10th Nov,,21772,326
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_BANGLORE_ W1 to W4 - 14th Oct to 10th Nov,,20985,252
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_BANGLORE_ W1 to W4 - 14th Oct to 10th Nov,,21573,295
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_BANGLORE_ W1 to W4 - 14th Oct to 10th Nov,,21588,260
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_BANGLORE_ W1 to W4 - 14th Oct to 10th Nov,,162671,2183
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_BANGLORE_ W1 to W4 - 14th Oct to 10th Nov,,19532,235
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_BANGLORE_ W1 to W4 - 14th Oct to 10th Nov,,37208,501
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_BANGLORE_ W1 to W4 - 14th Oct to 10th Nov,,19766,247
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_BANGLORE_ W1 to W4 - 14th Oct to 10th Nov,,86273,1042
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_BANGLORE_ W1 to W4 - 14th Oct to 10th Nov,,14258,177
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_BANGLORE_ W1 to W4 - 14th Oct to 10th Nov,,61202,769
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_BANGLORE_ W1 to W4 - 14th Oct to 10th Nov,,14710,199
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_BANGLORE_ W1 to W4 - 14th Oct to 10th Nov,,106259,1281
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_BANGLORE_ W1 to W4 - 14th Oct to 10th Nov,,13733,165
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_BANGLORE_ W1 to W4 - 14th Oct to 10th Nov,,34241,388
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_BANGLORE_ W1 to W4 - 14th Oct to 10th Nov,,14187,166
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_BANGLORE_ W1 to W4 - 14th Oct to 10th Nov,,109244,1299
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_BANGLORE_ W1 to W4 - 14th Oct to 10th Nov,,13357,144
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_BANGLORE_ W1 to W4 - 14th Oct to 10th Nov,,23860,288
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_BANGLORE_ W1 to W4 - 14th Oct to 10th Nov,,17359,237
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_West Bengal _W1 to W4 - 14th Oct to 10th Nov,West Bengal ,26976,320
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_West Bengal _W1 to W4 - 14th Oct to 10th Nov,West Bengal ,19660,210
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_West Bengal _W1 to W4 - 14th Oct to 10th Nov,West Bengal ,20272,221
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_West Bengal _W1 to W4 - 14th Oct to 10th Nov,West Bengal ,19807,236
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_West Bengal _W1 to W4 - 14th Oct to 10th Nov,West Bengal ,241541,2815
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_West Bengal _W1 to W4 - 14th Oct to 10th Nov,West Bengal ,45088,524
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_West Bengal _W1 to W4 - 14th Oct to 10th Nov,West Bengal ,28781,337
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_West Bengal _W1 to W4 - 14th Oct to 10th Nov,West Bengal ,28299,299
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_West Bengal _W1 to W4 - 14th Oct to 10th Nov,West Bengal ,167242,1944
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_West Bengal _W1 to W4 - 14th Oct to 10th Nov,West Bengal ,18320,195
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_West Bengal _W1 to W4 - 14th Oct to 10th Nov,West Bengal ,18690,200
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_West Bengal _W1 to W4 - 14th Oct to 10th Nov,West Bengal ,18093,209
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_West Bengal _W1 to W4 - 14th Oct to 10th Nov,West Bengal ,165210,1926
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_West Bengal _W1 to W4 - 14th Oct to 10th Nov,West Bengal ,17652,215
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_West Bengal _W1 to W4 - 14th Oct to 10th Nov,West Bengal ,18375,181
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_West Bengal _W1 to W4 - 14th Oct to 10th Nov,West Bengal ,17969,208
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_West Bengal _W1 to W4 - 14th Oct to 10th Nov,West Bengal ,161123,1963
