Publisher,Campaign Name,Date,Line Item Name,Concept Name,Geo Targeting,Impressions,Clicks,Spends
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,19-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set 2 - Pay in 1-click - 990x505,coimbatore,71,1,6.39
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,14-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set1 - Bill Payment - 990x505,coimbatore,124,0,11.16
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,15-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set1 - Bill Payment - 990x505,coimbatore,1336,6,120.24
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,16-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set1 - Bill Payment - 990x505,coimbatore,73,0,6.57
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,17-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set1 - Bill Payment - 990x505,coimbatore,499,4,44.91
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,18-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set1 - Bill Payment - 990x505,coimbatore,207,2,18.63
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,19-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set1 - Bill Payment - 990x505,coimbatore,66,1,5.94
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,14-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set 4 - Mobile recharge KV - 600x600,coimbatore,67,2,6.03
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,15-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set 4 - Mobile recharge KV - 600x600,coimbatore,123,0,11.07
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,16-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set 4 - Mobile recharge KV - 600x600,coimbatore,380,5,34.2
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,17-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set 4 - Mobile recharge KV - 600x600,coimbatore,175,0,15.75
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,18-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set 4 - Mobile recharge KV - 600x600,coimbatore,67,0,6.03
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,19-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set 4 - Mobile recharge KV - 600x600,coimbatore,27,0,2.43
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,14-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set 4 - Mobile recharge KV - 990x505,coimbatore,122,1,10.98
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,15-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set 4 - Mobile recharge KV - 990x505,coimbatore,83,0,7.47
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,16-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set 4 - Mobile recharge KV - 990x505,coimbatore,316,2,28.44
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,17-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set 4 - Mobile recharge KV - 990x505,coimbatore,135,1,12.15
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,18-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set 4 - Mobile recharge KV - 990x505,coimbatore,122,1,10.98
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,19-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set 4 - Mobile recharge KV - 990x505,coimbatore,46,1,4.14
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,14-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set1 - Bill Payment - 600x600,coimbatore,214,3,19.26
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,15-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set1 - Bill Payment - 600x600,coimbatore,1371,11,123.39
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,16-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set1 - Bill Payment - 600x600,coimbatore,3890,35,350.1
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,17-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set1 - Bill Payment - 600x600,coimbatore,3246,30,292.14
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,18-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set1 - Bill Payment - 600x600,coimbatore,4447,61,400.23
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,19-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set1 - Bill Payment - 600x600,coimbatore,1496,15,134.64
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,14-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set 3 - Zero convenience fee - 990x505,coimbatore,230,4,20.7
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,15-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set 3 - Zero convenience fee - 990x505,coimbatore,343,0,30.87
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,16-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set 3 - Zero convenience fee - 990x505,coimbatore,69,0,6.21
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,17-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set 3 - Zero convenience fee - 990x505,coimbatore,524,2,47.16
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,18-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set 3 - Zero convenience fee - 990x505,coimbatore,52,0,4.68
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,19-10-23,ROS_Amazon_Pay_14Oct-20Nov_coimbatore_2023-10-14_2023-11-20,Coimbatore - Set 3 - Zero convenience fee - 990x505,coimbatore,26,0,2.34
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,14-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 2 - Pay in 1-click - 990x505,hyderabad,7588,30,682.92
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,15-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 2 - Pay in 1-click - 990x505,hyderabad,3267,13,294.03
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,16-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 2 - Pay in 1-click - 990x505,hyderabad,922,7,82.98
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,17-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 2 - Pay in 1-click - 990x505,hyderabad,18850,59,1696.5
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,18-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 2 - Pay in 1-click - 990x505,hyderabad,35370,341,3183.3
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,19-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 2 - Pay in 1-click - 990x505,hyderabad,2393,41,215.37
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,14-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 3 - Zero convenience fee - 990x505,hyderabad,5723,43,515.07
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,15-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 3 - Zero convenience fee - 990x505,hyderabad,2967,11,267.03
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,16-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 3 - Zero convenience fee - 990x505,hyderabad,9117,46,820.53
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,17-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 3 - Zero convenience fee - 990x505,hyderabad,9921,39,892.89
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,18-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 3 - Zero convenience fee - 990x505,hyderabad,27861,284,2507.49
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,19-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 3 - Zero convenience fee - 990x505,hyderabad,1127,27,101.43
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,14-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set1 - Bill Payment - 600x600,hyderabad,5731,43,515.79
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,15-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set1 - Bill Payment - 600x600,hyderabad,5424,48,488.16
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,16-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set1 - Bill Payment - 600x600,hyderabad,31902,325,2871.18
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,17-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set1 - Bill Payment - 600x600,hyderabad,24404,178,2196.36
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,18-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set1 - Bill Payment - 600x600,hyderabad,33284,394,2995.56
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,19-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set1 - Bill Payment - 600x600,hyderabad,29561,457,2660.49
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,14-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set1 - Bill Payment - 990x505,hyderabad,5553,38,499.77
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,15-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set1 - Bill Payment - 990x505,hyderabad,7421,29,667.89
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,16-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set1 - Bill Payment - 990x505,hyderabad,763,2,68.67
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,17-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set1 - Bill Payment - 990x505,hyderabad,9033,43,812.97
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,18-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set1 - Bill Payment - 990x505,hyderabad,32337,350,2910.33
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,19-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set1 - Bill Payment - 990x505,hyderabad,5371,116,483.39
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,14-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 3 - Zero convenience fee - 600x600,hyderabad,38197,234,3437.73
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,15-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 3 - Zero convenience fee - 600x600,hyderabad,6270,43,564.3
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,16-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 3 - Zero convenience fee - 600x600,hyderabad,14176,68,1275.84
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,17-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 3 - Zero convenience fee - 600x600,hyderabad,858,6,77.22
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,18-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 3 - Zero convenience fee - 600x600,hyderabad,21033,301,1892.97
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,19-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 3 - Zero convenience fee - 600x600,hyderabad,4033,50,362.97
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,14-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 4 - Mobile recharge KV - 600x600,hyderabad,6154,53,553.86
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,15-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 4 - Mobile recharge KV - 600x600,hyderabad,3119,27,280.71
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,16-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 4 - Mobile recharge KV - 600x600,hyderabad,11045,94,994.05
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,17-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 4 - Mobile recharge KV - 600x600,hyderabad,13059,91,1175.31
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,18-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 4 - Mobile recharge KV - 600x600,hyderabad,44212,565,3979.08
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,19-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 4 - Mobile recharge KV - 600x600,hyderabad,15755,228,1417.95
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,14-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 4 - Mobile recharge KV - 990x505,hyderabad,5642,40,507.78
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,15-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 4 - Mobile recharge KV - 990x505,hyderabad,2527,10,227.43
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,16-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 4 - Mobile recharge KV - 990x505,hyderabad,6996,52,629.64
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,17-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 4 - Mobile recharge KV - 990x505,hyderabad,13708,75,1233.72
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,18-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 4 - Mobile recharge KV - 990x505,hyderabad,37858,370,3407.22
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,19-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 4 - Mobile recharge KV - 990x505,hyderabad,4675,69,420.75
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,14-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 2 - Pay in 1-click - 600x600,hyderabad,6424,59,578.16
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,15-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 2 - Pay in 1-click - 600x600,hyderabad,3297,22,296.73
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,16-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 2 - Pay in 1-click - 600x600,hyderabad,10098,88,908.82
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,17-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 2 - Pay in 1-click - 600x600,hyderabad,13105,41,1179.45
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,18-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 2 - Pay in 1-click - 600x600,hyderabad,28275,313,2544.75
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,19-10-23,ROS_Amazon_Pay_14Oct-20Nov_Hyd_2023-10-14_2023-11-20,Hyd - Set 2 - Pay in 1-click - 600x600,hyderabad,6125,93,551.25
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,14-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 4 - Mobile recharge KV - 600x600,bengaluru,12081,104,1087.29
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,15-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 4 - Mobile recharge KV - 600x600,bengaluru,8366,42,752.94
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,16-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 4 - Mobile recharge KV - 600x600,bengaluru,5659,35,509.31
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,17-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 4 - Mobile recharge KV - 600x600,bengaluru,5117,63,460.53
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,18-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 4 - Mobile recharge KV - 600x600,bengaluru,31023,371,2792.07
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,19-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 4 - Mobile recharge KV - 600x600,bengaluru,8877,158,798.93
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,14-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 1 - Bill Payment - 600x600,bengaluru,9218,52,829.62
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,15-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 1 - Bill Payment - 600x600,bengaluru,12481,75,1123.29
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,16-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 1 - Bill Payment - 600x600,bengaluru,14238,166,1281.42
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,17-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 1 - Bill Payment - 600x600,bengaluru,9981,92,898.29
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,18-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 1 - Bill Payment - 600x600,bengaluru,31385,373,2824.65
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,19-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 1 - Bill Payment - 600x600,bengaluru,6040,93,543.6
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,14-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 3 - Zero convenience fee - 990x505,bengaluru,9602,58,864.18
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,15-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 3 - Zero convenience fee - 990x505,bengaluru,5966,20,536.94
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,16-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 3 - Zero convenience fee - 990x505,bengaluru,3632,11,326.88
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,17-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 3 - Zero convenience fee - 990x505,bengaluru,6927,53,623.43
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,18-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 3 - Zero convenience fee - 990x505,bengaluru,36999,344,3329.91
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,19-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 3 - Zero convenience fee - 990x505,bengaluru,5675,63,510.75
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,14-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 3 - Zero convenience fee - 600x600,bengaluru,67090,483,6038.1
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,15-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 3 - Zero convenience fee - 600x600,bengaluru,17487,103,1573.83
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,16-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 3 - Zero convenience fee - 600x600,bengaluru,13685,94,1231.65
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,17-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 3 - Zero convenience fee - 600x600,bengaluru,3531,47,317.79
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,18-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 3 - Zero convenience fee - 600x600,bengaluru,26129,292,2351.61
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,19-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 3 - Zero convenience fee - 600x600,bengaluru,6260,109,563.4
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,14-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 2 - Pay in 1-click - 990x505,bengaluru,9030,39,812.7
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,15-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 2 - Pay in 1-click - 990x505,bengaluru,5342,19,480.78
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,16-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 2 - Pay in 1-click - 990x505,bengaluru,2015,5,181.35
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,17-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 2 - Pay in 1-click - 990x505,bengaluru,7229,51,650.61
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,18-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 2 - Pay in 1-click - 990x505,bengaluru,37891,348,3410.19
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,19-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 2 - Pay in 1-click - 990x505,bengaluru,6356,93,572.04
Dailyhunt,DH || Amazon Pay ||UPSELL|| Oct/Nov 23,14-10-23,ROS_Amazon_Pay_14Oct-20Nov_Bangalore_2023-10-14_2023-11-20,Bengaluru - Set 1 - Bill Payment - 990x505,bengaluru,8559,41,770.31
