Publisher,Campaign Name,Date,Line Item Name,Concept Name,Geo Targeting,Impressions,Clicks,Spends
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,21-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Pune_2023-10-20_2023-10-30,Pune - Set 1 - Bill Payment - 600x600,pune,70221,480,6319.89
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,22-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Pune_2023-10-20_2023-10-30,Pune - Set 1 - Bill Payment - 600x600,pune,58275,453,5244.75
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,23-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Pune_2023-10-20_2023-10-30,Pune - Set 1 - Bill Payment - 600x600,pune,27277,156,2454.93
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,24-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Pune_2023-10-20_2023-10-30,Pune - Set 1 - Bill Payment - 600x600,pune,25608,170,2304.72
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,20-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Pune_2023-10-20_2023-10-30,Pune - Set 2 - Recharge - 990x505,pune,7849,44,706.41
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,21-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Pune_2023-10-20_2023-10-30,Pune - Set 2 - Recharge - 990x505,pune,5852,31,526.68
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,22-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Pune_2023-10-20_2023-10-30,Pune - Set 2 - Recharge - 990x505,pune,12998,62,1169.82
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,23-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Pune_2023-10-20_2023-10-30,Pune - Set 2 - Recharge - 990x505,pune,9209,46,828.81
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,24-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Pune_2023-10-20_2023-10-30,Pune - Set 2 - Recharge - 990x505,pune,1787,3,160.83
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,20-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Mumbai_2023-10-20_2023-10-30,Mumbai - Set 2 - Recharge - 600x600,mumbai,17003,162,1530.27
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,21-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Mumbai_2023-10-20_2023-10-30,Mumbai - Set 2 - Recharge - 600x600,mumbai,16787,124,1510.83
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,22-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Mumbai_2023-10-20_2023-10-30,Mumbai - Set 2 - Recharge - 600x600,mumbai,27558,232,2480.22
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,23-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Mumbai_2023-10-20_2023-10-30,Mumbai - Set 2 - Recharge - 600x600,mumbai,32189,174,2897.01
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,24-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Mumbai_2023-10-20_2023-10-30,Mumbai - Set 2 - Recharge - 600x600,mumbai,35582,360,3202.38
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,23-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Mumbai_2023-10-20_2023-10-30,Mumbai - Set 2 - Recharge - 1080x2592,mumbai,304,27,27.36
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,24-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Mumbai_2023-10-20_2023-10-30,Mumbai - Set 2 - Recharge - 1080x2592,mumbai,87,10,7.83
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,23-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Mumbai_2023-10-20_2023-10-30,Mumbai - Set 1 - Bill Payment - 1080x2592,mumbai,39,1,3.51
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,24-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Mumbai_2023-10-20_2023-10-30,Mumbai - Set 1 - Bill Payment - 1080x2592,mumbai,80,0,7.2
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,20-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Mumbai_2023-10-20_2023-10-30,Mumbai - Set 1 - Bill Payment - 600x600,mumbai,111459,"1,265",10031.31
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,21-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Mumbai_2023-10-20_2023-10-30,Mumbai - Set 1 - Bill Payment - 600x600,mumbai,169060,"1,455",15215.4
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,22-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Mumbai_2023-10-20_2023-10-30,Mumbai - Set 1 - Bill Payment - 600x600,mumbai,40706,440,3663.54
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,23-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Mumbai_2023-10-20_2023-10-30,Mumbai - Set 1 - Bill Payment - 600x600,mumbai,81167,584,7305.03
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,24-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Mumbai_2023-10-20_2023-10-30,Mumbai - Set 1 - Bill Payment - 600x600,mumbai,15829,198,1424.61
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,20-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Mumbai_2023-10-20_2023-10-30,Mumbai - Set 1 - Bill Payment - 990x505,mumbai,33597,332,3023.73
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,21-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Mumbai_2023-10-20_2023-10-30,Mumbai - Set 1 - Bill Payment - 990x505,mumbai,6660,52,599.4
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,22-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Mumbai_2023-10-20_2023-10-30,Mumbai - Set 1 - Bill Payment - 990x505,mumbai,48713,472,4384.17
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,23-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Mumbai_2023-10-20_2023-10-30,Mumbai - Set 1 - Bill Payment - 990x505,mumbai,59554,239,5359.86
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,24-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Mumbai_2023-10-20_2023-10-30,Mumbai - Set 1 - Bill Payment - 990x505,mumbai,1166,6,104.94
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,20-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Mumbai_2023-10-20_2023-10-30,Mumbai - Set 2 - Recharge - 990x505,mumbai,13872,110,1248.48
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,21-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Mumbai_2023-10-20_2023-10-30,Mumbai - Set 2 - Recharge - 990x505,mumbai,13111,93,1179.99
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,22-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Mumbai_2023-10-20_2023-10-30,Mumbai - Set 2 - Recharge - 990x505,mumbai,81593,610,7343.37
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,23-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Mumbai_2023-10-20_2023-10-30,Mumbai - Set 2 - Recharge - 990x505,mumbai,30951,175,2785.59
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,24-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Mumbai_2023-10-20_2023-10-30,Mumbai - Set 2 - Recharge - 990x505,mumbai,1807,19,162.63
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,20-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Delhi NCR _2023-10-20_2023-10-30,Delhi - Set 1 - Bill Payment - 990x505,"delhi,new delhi,faridabad,ghaziabad,gurgaon",1717,44,154.53
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,21-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Delhi NCR _2023-10-20_2023-10-30,Delhi - Set 1 - Bill Payment - 990x505,"delhi,new delhi,faridabad,ghaziabad,gurgaon",1835,14,165.15
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,22-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Delhi NCR _2023-10-20_2023-10-30,Delhi - Set 1 - Bill Payment - 990x505,"delhi,new delhi,faridabad,ghaziabad,gurgaon",14062,235,1265.58
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,23-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Delhi NCR _2023-10-20_2023-10-30,Delhi - Set 1 - Bill Payment - 990x505,"delhi,new delhi,faridabad,ghaziabad,gurgaon",21650,135,1948.5
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,24-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Delhi NCR _2023-10-20_2023-10-30,Delhi - Set 1 - Bill Payment - 990x505,"delhi,new delhi,faridabad,ghaziabad,gurgaon",4702,32,423.18
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,23-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Delhi NCR _2023-10-20_2023-10-30,Delhi - Set 1 - Bill Payment - 1080x2592,"delhi,new delhi,faridabad,ghaziabad,gurgaon",3,0,0.27
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,24-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Delhi NCR _2023-10-20_2023-10-30,Delhi - Set 1 - Bill Payment - 1080x2592,"delhi,new delhi,faridabad,ghaziabad,gurgaon",16,0,1.44
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,20-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Delhi NCR _2023-10-20_2023-10-30,Delhi - Set 1 - Bill Payment - 600x600,"delhi,new delhi,faridabad,ghaziabad,gurgaon",18431,"1,001",1658.79
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,21-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Delhi NCR _2023-10-20_2023-10-30,Delhi - Set 1 - Bill Payment - 600x600,"delhi,new delhi,faridabad,ghaziabad,gurgaon",29252,566,2632.68
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,22-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Delhi NCR _2023-10-20_2023-10-30,Delhi - Set 1 - Bill Payment - 600x600,"delhi,new delhi,faridabad,ghaziabad,gurgaon","13,151",271,1183.59
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,23-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Delhi NCR _2023-10-20_2023-10-30,Delhi - Set 1 - Bill Payment - 600x600,"delhi,new delhi,faridabad,ghaziabad,gurgaon","4,616",62,415.44
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,24-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Delhi NCR _2023-10-20_2023-10-30,Delhi - Set 1 - Bill Payment - 600x600,"delhi,new delhi,faridabad,ghaziabad,gurgaon","12,846",113,1156.14
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,20-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Delhi NCR _2023-10-20_2023-10-30,Delhi - Set 2 - Recharge - 990x505,"delhi,new delhi,faridabad,ghaziabad,gurgaon","1,541",36,138.69
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,21-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Delhi NCR _2023-10-20_2023-10-30,Delhi - Set 2 - Recharge - 990x505,"delhi,new delhi,faridabad,ghaziabad,gurgaon","1,227",11,110.43
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,22-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Delhi NCR _2023-10-20_2023-10-30,Delhi - Set 2 - Recharge - 990x505,"delhi,new delhi,faridabad,ghaziabad,gurgaon","2,463",20,221.67
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,23-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Delhi NCR _2023-10-20_2023-10-30,Delhi - Set 2 - Recharge - 990x505,"delhi,new delhi,faridabad,ghaziabad,gurgaon","2,990",13,269.1
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,24-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Delhi NCR _2023-10-20_2023-10-30,Delhi - Set 2 - Recharge - 990x505,"delhi,new delhi,faridabad,ghaziabad,gurgaon","4,090",25,368.1
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,23-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Delhi NCR _2023-10-20_2023-10-30,Delhi - Set 2 - Recharge - 1080x2592,"delhi,new delhi,faridabad,ghaziabad,gurgaon",76,3,6.84
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,24-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Delhi NCR _2023-10-20_2023-10-30,Delhi - Set 2 - Recharge - 1080x2592,"delhi,new delhi,faridabad,ghaziabad,gurgaon",445,18,40.05
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,20-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Delhi NCR _2023-10-20_2023-10-30,Delhi - Set 2 - Recharge - 600x600,"delhi,new delhi,faridabad,ghaziabad,gurgaon","1,621",43,145.89
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,21-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Delhi NCR _2023-10-20_2023-10-30,Delhi - Set 2 - Recharge - 600x600,"delhi,new delhi,faridabad,ghaziabad,gurgaon","1,435",28,129.15
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,22-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Delhi NCR _2023-10-20_2023-10-30,Delhi - Set 2 - Recharge - 600x600,"delhi,new delhi,faridabad,ghaziabad,gurgaon","3,942",54,354.78
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,23-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Delhi NCR _2023-10-20_2023-10-30,Delhi - Set 2 - Recharge - 600x600,"delhi,new delhi,faridabad,ghaziabad,gurgaon","4,046",30,364.14
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,24-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Delhi NCR _2023-10-20_2023-10-30,Delhi - Set 2 - Recharge - 600x600,"delhi,new delhi,faridabad,ghaziabad,gurgaon","11,254",87,1012.86
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,20-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Bangalore_2023-10-20_2023-10-30,Bengaluru - Set 1 - Bill Payment - 600x600,bengaluru,"77,376",1030,6963.84
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,21-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Bangalore_2023-10-20_2023-10-30,Bengaluru - Set 1 - Bill Payment - 600x600,bengaluru,"111,893",901,10070.37
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,22-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Bangalore_2023-10-20_2023-10-30,Bengaluru - Set 1 - Bill Payment - 600x600,bengaluru,42610,450,3834.9
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,23-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Bangalore_2023-10-20_2023-10-30,Bengaluru - Set 1 - Bill Payment - 600x600,bengaluru,40139,379,3612.51
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,24-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Bangalore_2023-10-20_2023-10-30,Bengaluru - Set 1 - Bill Payment - 600x600,bengaluru,11552,180,1039.68
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,23-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Bangalore_2023-10-20_2023-10-30,Bengaluru - Set 1 - Bill Payment - 1080x2592,bengaluru,9,0,0.81
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,24-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Bangalore_2023-10-20_2023-10-30,Bengaluru - Set 1 - Bill Payment - 1080x2592,bengaluru,2,0,0.18
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,20-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Bangalore_2023-10-20_2023-10-30,Bengaluru - Set 2 - Recharge - 990x505,bengaluru,9319,88,838.71
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,21-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Bangalore_2023-10-20_2023-10-30,Bengaluru - Set 2 - Recharge - 990x505,bengaluru,10970,77,987.3
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,22-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Bangalore_2023-10-20_2023-10-30,Bengaluru - Set 2 - Recharge - 990x505,bengaluru,10587,84,952.83
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,23-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Bangalore_2023-10-20_2023-10-30,Bengaluru - Set 2 - Recharge - 990x505,bengaluru,14239,90,1281.51
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,24-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Bangalore_2023-10-20_2023-10-30,Bengaluru - Set 2 - Recharge - 990x505,bengaluru,586,7,52.74
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,20-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Bangalore_2023-10-20_2023-10-30,Bengaluru - Set 1 - Bill Payment - 990x505,bengaluru,15186,149,1366.74
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,21-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Bangalore_2023-10-20_2023-10-30,Bengaluru - Set 1 - Bill Payment - 990x505,bengaluru,6807,40,612.63
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,22-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Bangalore_2023-10-20_2023-10-30,Bengaluru - Set 1 - Bill Payment - 990x505,bengaluru,20686,156,1861.74
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,23-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Bangalore_2023-10-20_2023-10-30,Bengaluru - Set 1 - Bill Payment - 990x505,bengaluru,"11,701",63,1053.09
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,24-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Bangalore_2023-10-20_2023-10-30,Bengaluru - Set 1 - Bill Payment - 990x505,bengaluru,310,1,27.9
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,20-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Bangalore_2023-10-20_2023-10-30,Bengaluru - Set 2 - Recharge - 600x600,bengaluru,"10,544",116,948.96
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,21-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Bangalore_2023-10-20_2023-10-30,Bengaluru - Set 2 - Recharge - 600x600,bengaluru,"11,831",73,1064.79
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,22-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Bangalore_2023-10-20_2023-10-30,Bengaluru - Set 2 - Recharge - 600x600,bengaluru,10438,89,939.42
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,23-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Bangalore_2023-10-20_2023-10-30,Bengaluru - Set 2 - Recharge - 600x600,bengaluru,12826,94,1154.34
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,24-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Bangalore_2023-10-20_2023-10-30,Bengaluru - Set 2 - Recharge - 600x600,bengaluru,11944,139,1074.96
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,23-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Bangalore_2023-10-20_2023-10-30,Bengaluru - Set 2 - Recharge - 1080x2592,bengaluru,58,5,5.22
Dailyhunt,AmazonPay_FestivalCamp_Oct2023,24-10-23,ROS_AmazonPay_FestiveCamp_Oct2023_Bangalore_2023-10-20_2023-10-30,Bengaluru - Set 2 - Recharge - 1080x2592,bengaluru,27,6,2.43
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
Dailyhunt,,,,, ,,,0
